fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,total_acidity,free_sulfur_ratio,alcohol_density_ratio
-1.09086782976979,-0.14368280258529845,-0.2659717906248652,-0.17497217009245797,-0.6803969002250961,0.8876389202288206,0.00762073083299539,-1.6931820271427833,-0.3824778861153205,0.2555858415886816,2.0791769717116204,0.5752831294731915,-1.0704475828369961,0.9179911792319314,2.092932843167435
0.14059146504000425,0.39447139213436044,-0.5440204812802092,-0.7276033413652411,0.2632378433961402,-0.6756466503231435,-1.1988893725124732,0.3569929156999406,0.9368860857325331,0.5927693735697823,-0.12129119435575524,-1.7382745100064687,0.18465379597128842,0.781583259740726,-0.13033429899059681
0.3714900828168405,-0.3828624446829246,0.22061341802198609,2.256604983507788,-0.014301787080694064,0.050164507433125546,0.04310632210786211,1.7593927137356662,0.308617527709745,-0.21647110318485865,-0.798358322376487,0.5752831294731915,0.31090659738987314,-0.16423660938098555,-0.827277075426208
-0.8599692119929538,-0.5622471762561444,-0.12694744529719357,-0.8602348224707089,-0.5693810480343626,0.6643124101499687,-0.1343216342664715,-1.1789687678630199,0.7484055183256952,0.1881491351924622,0.21724236965461063,0.5752831294731915,-0.8996349691530288,0.858073681885327,0.24299093864331703
-1.706597477174687,-0.8612217288781772,0.5681742813411661,-0.7054980945143298,-1.1522142720357142,-0.5639833952837175,-0.29400679500337173,-1.6130448958264498,0.9368860857325331,0.12071242879624207,1.275159757187003,0.5752831294731915,-1.7536980375728668,-0.6520918124627576,1.2977036834382591
0.21755767096561612,-0.7416319078293641,0.012076900030478451,-0.5949718602597731,-0.31959538060521175,-0.06149874760630047,-0.258521203728505,-1.0621021180267216,-0.885092732533551,0.45789596077734207,0.6404093246675676,0.5752831294731915,0.11781407757321355,0.0364549995200172,0.6562766095885166
-1.3987326534722382,0.6934459447563935,-1.1696300352547326,-0.661287600812507,-0.8469206785111968,-0.06149874760630047,0.2737626653944958,-1.6698086971755164,1.0625397973370907,1.6043199695130836,2.4177105357219864,0.5752831294731915,-1.263540102653655,-0.4998642147103078,2.4259483617170803
4.296766585023059,2.9656525446838424,2.1669542526093926,-0.5949718602597731,0.8738250304451752,-0.9548047879217086,-1.4118029201616735,1.7260022423538666,-0.7594390209289934,0.45789596077734207,-0.12129119435575524,-1.7382745100064687,4.514382221090991,0.6890207429431225,-0.16570924262396536
1.7568817894778586,-0.8014268183537707,1.0547594899880173,-0.8381295756197977,-0.48611915889131224,-0.5081517677640045,0.14956309593246228,0.457164329845339,-2.0159761369745697,0.7276427863622226,-0.882991713379078,0.5752831294731915,1.5957145177084129,-0.9193569558660709,-0.879140614948956
-0.013340946811220123,-0.6220420867805511,-0.2659717906248652,-0.7054980945143298,-0.6803969002250961,-0.005667120086587458,-0.4004635688279719,-1.045406882335822,-0.7594390209289934,-0.9582748735432794,0.30187576065720173,0.5752831294731915,-0.0901317129985727,0.3256546157891433,0.32264854936010107
